PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC1993-0019,Converted Job - Land Use Amendment,Approved,1993/02/04,1993/04/19,,,,111 2 ST SW,111 2 ST SW,1,51.053352488695204,-114.06768504462231,MULTIPOINT ((-114.067685044622 51.053352488695))
LU / OP / Closure (LOC),LOC2021-0078,Land Use Amendment to accomodate R-CG,Submitted,2021/05/14,,PROFESSIONAL CUSTOM HOMES,R-C2,R-CG,1301 10 AV SE,1301 10 AV SE,1,51.040289948884876,-114.03495234897346,MULTIPOINT ((-114.034952348973 51.040289948885))
LU / OP / Closure (LOC),LOC1982-0128,Converted Job - Land Use Amendment,Approved,1982/06/22,1982/10/13,,,,248 MIDPARK WY SE,248 MIDPARK WY SE,1,50.9123432167059,-114.0642356989027,MULTIPOINT ((-114.064235698903 50.912343216706))
LU / OP / Closure (LOC),LOC1982-0129,Converted Job - Land Use Amendment,Approved,1982/06/30,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1990-0029,Converted Job - Land Use Amendment,Cancelled,1990/02/16,1990/07/16,,,,2066 18 AV NE,2066 18 AV NE,1,51.06907650729336,-114.01181894472346,MULTIPOINT ((-114.011818944723 51.069076507293))
LU / OP / Closure (LOC),LOC1993-0034,Converted Job - Land Use Amendment,Approved,1993/03/17,1993/05/10,,,,404 2 AV SW,404 2 AV SW,1,51.051562168397155,-114.07000348832125,MULTIPOINT ((-114.070003488321 51.051562168397))
LU / OP / Closure (LOC),LOC1982-0130,Converted Job - Land Use Amendment,Approved,1982/06/24,1982/11/09,,,,30 SHANNON PL SW,30 SHANNON PL SW,1,50.913099947237804,-114.08428936201157,MULTIPOINT ((-114.084289362012 50.913099947238))
LU / OP / Closure (LOC),LOC1982-0131,Converted Job - Land Use Amendment,Approved,1982/06/24,1982/12/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0132,Converted Job - Land Use Amendment,Approved,1982/06/28,1982/11/08,,,,906 8 AV SW,906 8 AV SW,1,51.046189753072916,-114.08164524135744,MULTIPOINT ((-114.081645241357 51.046189753073))
LU / OP / Closure (LOC),LOC1993-0112,Converted Job - Land Use Amendment,Approved,1993/12/07,1994/12/19,,,,#1000 14645 6 ST SW,#1000 14645 6 ST SW,1,50.921901444061724,-114.07787657334798,MULTIPOINT ((-114.077876573348 50.921901444062))
LU / OP / Closure (LOC),LOC1993-0071,Converted Job - Land Use Amendment,Approved,1993/07/07,1993/09/20,,,,111 2 ST SW,111 2 ST SW,1,51.053352488695204,-114.06768504462231,MULTIPOINT ((-114.067685044622 51.053352488695))
LU / OP / Closure (LOC),LOC2021-0096,Land Use Amendment to accomodate R-CG,Submitted,2021/06/18,,K5 DESIGNS,NO-LUD,R-CG,933 38 ST SW,933 38 ST SW,1,51.043823202718656,-114.14276727433578,MULTIPOINT ((-114.142767274336 51.043823202719))
LU / OP / Closure (LOC),LOC2021-0176,Land Use Amendment to accomodate R-CG,Submitted,2021/10/26,,CIVICWORKS,R-CG,R-CG,1314 20 AV NW,1314 20 AV NW,1,51.07064518519312,-114.09059725741407,MULTIPOINT ((-114.090597257414 51.070645185193))
LU / OP / Closure (LOC),LOC1982-0133,Converted Job - Land Use Amendment,Approved,1982/06/29,1982/10/13,,,,2525 WOODVIEW DR SW,2525 WOODVIEW DR SW,1,50.941047098298405,-114.11943857180171,MULTIPOINT ((-114.119438571802 50.941047098298))
LU / OP / Closure (LOC),LOC1982-0134,Converted Job - Land Use Amendment,Approved,1982/07/08,1983/07/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0135,Converted Job - Land Use Amendment,Refused,1982/07/08,1982/10/13,,,,920 NORTHMOUNT DR NW,920 NORTHMOUNT DR NW,1,51.08657751995105,-114.10385037232686,MULTIPOINT ((-114.103850372327 51.086577519951))
LU / OP / Closure (LOC),LOC1982-0136,Converted Job - Land Use Amendment,Approved,1982/07/08,1982/10/13,,,,6607 BOWNESS RD NW,6607 BOWNESS RD NW,1,51.08740920799423,-114.18414692166995,MULTIPOINT ((-114.18414692167 51.087409207994))
LU / OP / Closure (LOC),LOC1982-0137,Converted Job - Land Use Amendment,Cancelled,1982/07/12,1982/11/08,,,,620 14 AV NE,620 14 AV NE,1,51.06518024381429,-114.04956161589408,MULTIPOINT ((-114.049561615894 51.065180243814))
LU / OP / Closure (LOC),LOC1982-0138,Converted Job - Land Use Amendment,Approved,1982/07/12,1982/09/08,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0139,Converted Job - Land Use Amendment,Approved,1982/07/13,1983/02/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0140,Converted Job - Land Use Amendment,Approved,1982/07/12,1982/09/08,,,,,,,,,
LU / OP / Closure (LOC),LOC2001-5009,Converted Job - Road Closure,Approved,2001/05/25,,BROWN & ASSOCIATES PLANNING GROUP,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0141,Converted Job - Land Use Amendment,Approved,1982/07/15,1982/11/08,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0142,Converted Job - Land Use Amendment,Approved,1982/07/15,1982/11/09,,,,15016 BANNISTER RD SE,15016 BANNISTER RD SE,1,50.9185597850684,-114.06816498637528,MULTIPOINT ((-114.068164986375 50.918559785068))
LU / OP / Closure (LOC),LOC2002-0015,Land Use Amendment,Cancelled,2002/02/19,2002/09/18,WALSH LLP,,,4303 69 ST NW,4303 69 ST NW,1,51.09020195622459,-114.19000815163828,MULTIPOINT ((-114.190008151638 51.090201956225))
LU / OP / Closure (LOC),LOC1982-0143,Converted Job - Land Use Amendment,Cancelled,1982/07/14,1982/08/25,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0144,Converted Job - Land Use Amendment,Approved,1982/09/01,1982/11/09,,,,1804 96 AV SW,1804 96 AV SW,1,50.96701935162771,-114.10286429267093,MULTIPOINT ((-114.102864292671 50.967019351628))
LU / OP / Closure (LOC),LOC1982-0145,Converted Job - Land Use Amendment,Cancelled,1982/07/23,1983/10/14,,,,5718 1A ST SW,5718 1A ST SW,1,51.003502648685604,-114.066960479382,MULTIPOINT ((-114.066960479382 51.003502648686))
LU / OP / Closure (LOC),LOC1982-0146,Converted Job - Land Use Amendment,Approved,1982/07/26,1982/11/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0147,Converted Job - Land Use Amendment,Approved,1982/07/26,1982/11/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0148,Converted Job - Land Use Amendment,Approved,1982/07/30,1982/09/20,,,,3500 26 AV NE,3500 26 AV NE,1,51.07804671896207,-113.98284377976418,MULTIPOINT ((-113.982843779764 51.078046718962))
LU / OP / Closure (LOC),LOC1982-0149,Converted Job - Land Use Amendment,Approved,1982/07/29,1982/11/09,,,,3 STRADDOCK CR SW,3 STRADDOCK CR SW,1,51.050182668629205,-114.18734742527364,MULTIPOINT ((-114.187347425274 51.050182668629))
LU / OP / Closure (LOC),LOC1992-0051,Converted Job - Land Use Amendment,Refused,1992/05/28,1993/02/08,,,,1102 17 AV NW,1102 17 AV NW,1,51.06797179677712,-114.08518789628116,MULTIPOINT ((-114.085187896281 51.067971796777))
LU / OP / Closure (LOC),LOC2021-0066,,Cancelled,2021/04/26,2021/05/07,,,,1009 24 AV NW,1009 24 AV NW,1,51.074163228399684,-114.08365062857165,MULTIPOINT ((-114.083650628572 51.0741632284))
LU / OP / Closure (LOC),LOC1982-0150,Converted Job - Land Use Amendment,Approved,1982/08/03,1983/03/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0151,Converted Job - Land Use Amendment,Approved,1982/08/05,1983/02/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0152,Converted Job - Land Use Amendment,Approved,1982/08/05,1982/11/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0153,Converted Job - Land Use Amendment,Approved,1982/08/09,1982/11/15,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0154,Converted Job - Land Use Amendment,Refused,1982/08/10,1982/11/08,,,,523 27 AV NW,523 27 AV NW,1,51.07682416413185,-114.0727702803607,MULTIPOINT ((-114.072770280361 51.076824164132))
LU / OP / Closure (LOC),LOC1982-0155,Converted Job - Land Use Amendment,Cancelled,1982/08/16,1985/08/01,,,,,,,,,
LU / OP / Closure (LOC),LOC2002-0071,Land Use AmendmentAPPLICATION IS STILL INCOMPLETE NEEDS THIRD READING,Cancelled,2002/07/04,2003/02/03,RIDDELL KURCZABA ARCHITECTURE,,,3900 52 ST SE,3900 52 ST SE,1,51.01772772928735,-113.95809124407431,MULTIPOINT ((-113.958091244074 51.017727729287))
LU / OP / Closure (LOC),LOC1982-0156,Converted Job - Land Use Amendment,Cancelled,1982/08/19,1983/05/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0157,Converted Job - Land Use Amendment,Refused,1982/08/26,1983/06/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0158,Converted Job - Land Use Amendment,Approved,1982/08/26,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0159,Converted Job - Land Use Amendment,Approved,1982/08/26,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0160,Converted Job - Land Use Amendment,Approved,1982/08/26,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0161,Converted Job - Land Use Amendment,Approved,1982/08/26,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0162,Converted Job - Land Use Amendment,Approved,1982/08/26,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0163,Converted Job - Land Use Amendment,Cancelled,1982/08/27,1989/08/25,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0164,Converted Job - Land Use Amendment,Approved,1982/08/27,1983/01/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0165,Converted Job - Land Use Amendment,Approved,1982/08/30,1982/10/12,,,,4215 80 AV NE,4215 80 AV NE,1,51.12502365073654,-113.97246277216567,MULTIPOINT ((-113.972462772166 51.125023650737))
LU / OP / Closure (LOC),LOC1982-0166,Converted Job - Land Use Amendment,Cancelled,1982/08/30,1985/08/20,,,,9771 44 AV NW,9771 44 AV NW,1,51.09154344348674,-114.22802318057282,MULTIPOINT ((-114.228023180573 51.091543443487))
LU / OP / Closure (LOC),LOC1982-0167,Converted Job - Land Use Amendment,Approved,1982/08/30,1983/01/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0168,Converted Job - Land Use Amendment,Approved,1982/08/31,1982/10/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0169,Converted Job - Land Use Amendment,Approved,1982/09/03,1982/12/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0170,Converted Job - Land Use Amendment,Approved,1982/09/03,1983/01/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0171,Converted Job - Land Use Amendment,Cancelled,1982/09/07,1984/11/12,,,,200 LA CAILLE PL SW,200 LA CAILLE PL SW,1,51.05211821572604,-114.07911252316144,MULTIPOINT ((-114.079112523161 51.052118215726))
LU / OP / Closure (LOC),LOC2002-0082,Land Use Amendment,Cancelled,2002/08/21,2003/02/03,UMA ENGINEERING LTD,,,2527 48 AV SE,2527 48 AV SE,1,51.01040503990337,-114.00028350569289,MULTIPOINT ((-114.000283505693 51.010405039903))
LU / OP / Closure (LOC),LOC1982-0172,Converted Job - Land Use Amendment,Refused,1982/09/14,1984/06/18,,,,4025 53 ST NW,4025 53 ST NW,1,51.0856919926479,-114.16464311170141,MULTIPOINT ((-114.164643111701 51.085691992648))
LU / OP / Closure (LOC),LOC1997-0096,Converted Job - Land Use Amendment,Approved,1997/09/29,1998/02/23,,,,#1000 14645 6 ST SW,#1000 14645 6 ST SW,1,50.921901444061724,-114.07787657334798,MULTIPOINT ((-114.077876573348 50.921901444062))
LU / OP / Closure (LOC),LOC1982-0173,Converted Job - Land Use Amendment,Approved,1982/09/14,1982/12/06,,,,3401 21 ST SW,,,,,
LU / OP / Closure (LOC),LOC1982-0174,Converted Job - Land Use Amendment,Cancelled,1982/09/16,1985/05/23,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0175,Converted Job - Land Use Amendment,Approved,1982/09/16,1982/12/06,,,,2100 4 ST SW,2100 4 ST SW,1,51.03400246570405,-114.0713325656384,MULTIPOINT ((-114.071332565638 51.034002465704))
LU / OP / Closure (LOC),LOC1982-0176,Converted Job - Land Use Amendment,Approved,1982/09/21,1984/02/13,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0177,Converted Job - Land Use Amendment,Approved,1982/09/21,1982/12/06,,,,411 CEDAR CR SW,411 CEDAR CR SW,1,51.04991703132103,-114.13348522447973,MULTIPOINT ((-114.13348522448 51.049917031321))
LU / OP / Closure (LOC),LOC1982-0178,Converted Job - Land Use Amendment,Approved,1982/09/22,1982/11/09,,,,,,,,,
LU / OP / Closure (LOC),LOC2004-0010,Land Use Amendment and Outline Plan,Approved,2004/02/26,2004/07/21,INTERPLAN STRATEGIES INC,,,7070 17 AV SW,7070 17 AV SW;1575 69 ST SW;1655 69 ST SW,3,51.03814167428781,-114.18941441513088,"MULTIPOINT ((-114.189414415131 51.038141674288), (-114.187836504184 51.041108681223), (-114.187842658881 51.039312429365))"
LU / OP / Closure (LOC),LOC1982-0179,Converted Job - Land Use Amendment,Refused,1982/09/23,1982/12/06,,,,6820 4 ST NW,6820 4 ST NW,1,51.11371106093888,-114.07119424286266,MULTIPOINT ((-114.071194242863 51.113711060939))
LU / OP / Closure (LOC),LOC1982-0180,Converted Job - Land Use Amendment,Cancelled,1982/09/27,1983/01/24,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0181,Converted Job - Land Use Amendment,Approved,1982/09/27,1982/12/06,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0182,Converted Job - Land Use Amendment,Cancelled,1982/09/28,1994/03/22,,,,747 LAKE BONAVISTA DR SE,747 LAKE BONAVISTA DR SE,1,50.94309813583112,-114.04867727116624,MULTIPOINT ((-114.048677271166 50.943098135831))
LU / OP / Closure (LOC),LOC1982-0183,Converted Job - Land Use Amendment,Approved,1982/10/01,1982/12/06,,,,,,,,,
LU / OP / Closure (LOC),LOC2021-0174,Land Use Amendment to accomodate M-C1,Submitted,2021/10/22,,HORIZON LAND SURVEYS,M-C1,M-C1,3824 16 ST SW,3824 16 ST SW,1,51.02031266698892,-114.10030806957624,MULTIPOINT ((-114.100308069576 51.020312666989))
LU / OP / Closure (LOC),LOC1982-0184,Converted Job - Land Use Amendment,Approved,1982/10/07,1983/03/14,,,,2412 4 ST SW,2412 4 ST SW,1,51.031184011896684,-114.07131021889475,MULTIPOINT ((-114.071310218895 51.031184011897))
LU / OP / Closure (LOC),LOC1982-0185,Converted Job - Land Use Amendment,Approved,1982/10/05,1983/04/18,,,,,,,,,
LU / OP / Closure (LOC),LOC2003-0152,Land Use Amendment,Cancelled,2003/12/31,2004/08/05,NEW CASA-COMPANY GENERAL CONTRACTOR,,,101 7A ST NE,101 7A ST NE,1,51.0525211099259,-114.04454017107294,MULTIPOINT ((-114.044540171073 51.052521109926))
LU / OP / Closure (LOC),LOC1982-0186,Converted Job - Land Use Amendment,Approved,1982/10/12,1982/12/06,,,,1600 32 AV SW,1600 32 AV SW,1,51.02503609495867,-114.09715247592662,MULTIPOINT ((-114.097152475927 51.025036094959))
LU / OP / Closure (LOC),LOC1982-0187,Converted Job - Land Use Amendment,Approved,1982/10/13,1983/02/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0188,Converted Job - Land Use Amendment,Refused,1982/10/13,1983/01/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0189,Converted Job - Land Use Amendment,Cancelled,1982/10/18,1983/01/31,,,,3008 EDMONTON TR NE,3008 EDMONTON TR NE,1,51.079057740666826,-114.05492741888484,MULTIPOINT ((-114.054927418885 51.079057740667))
LU / OP / Closure (LOC),LOC1982-0190,Converted Job - Land Use Amendment,Approved,1982/10/20,1983/07/04,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0191,Converted Job - Land Use Amendment,Approved,1982/07/30,1984/03/12,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0192,Converted Job - Land Use Amendment,Approved,1982/11/26,1983/04/19,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0193,Converted Job - Land Use Amendment,Cancelled,1982/10/22,1987/07/23,,,,2339 BOWNESS RD NW,2339 BOWNESS RD NW,1,51.05099355305123,-114.11514172205621,MULTIPOINT ((-114.115141722056 51.050993553051))
LU / OP / Closure (LOC),LOC2004-0048,Land Use Amendment,Under Review,2004/07/06,,MANU CHUGH ARCHITECT,,,1725 42 ST SE,1725 42 ST SE,1,51.03840473508755,-113.97305138557738,MULTIPOINT ((-113.973051385577 51.038404735088))
LU / OP / Closure (LOC),LOC1982-0194,Converted Job - Land Use Amendment,Approved,1982/07/26,1983/01/17,,,,1928 14 AV NW,1928 14 AV NW,1,51.065286147362535,-114.10395941827045,MULTIPOINT ((-114.10395941827 51.065286147363))
LU / OP / Closure (LOC),LOC1982-0195,Converted Job - Land Use Amendment,Approved,1982/10/28,1983/01/17,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0196,Converted Job - Land Use Amendment,Approved,1982/11/01,1983/03/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0197,Converted Job - Land Use Amendment,Approved,1982/11/26,1983/02/14,,,,815 MCKENZIE DR SE,815 MCKENZIE DR SE,1,50.90198303862373,-113.98978299795452,MULTIPOINT ((-113.989782997955 50.901983038624))
LU / OP / Closure (LOC),LOC1982-0198,Converted Job - Land Use Amendment,Refused,1982/11/04,1983/03/14,,,,3910 19 AV SW,3910 19 AV SW,1,51.03616417817838,-114.14403033765504,MULTIPOINT ((-114.144030337655 51.036164178178))
LU / OP / Closure (LOC),LOC1982-0199,Converted Job - Land Use Amendment,Approved,1982/11/05,1983/02/14,,,,231 13 AV NW,231 13 AV NW,1,51.06428322348489,-114.06682663853526,MULTIPOINT ((-114.066826638535 51.064283223485))
LU / OP / Closure (LOC),LOC1982-0200,Converted Job - Land Use Amendment,Approved,1982/11/05,1983/01/17,,,,11150 BONAVENTURE DR SE,11150 BONAVENTURE DR SE,1,50.95229600567086,-114.0597804611479,MULTIPOINT ((-114.059780461148 50.952296005671))
LU / OP / Closure (LOC),LOC1982-0201,Converted Job - Land Use Amendment,Approved,1982/11/12,1983/03/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0202,Converted Job - Land Use Amendment,Cancelled,1982/11/15,1988/01/01,,,,2235 98 AV SW,2235 98 AV SW,1,50.964865286026146,-114.11117177686991,MULTIPOINT ((-114.11117177687 50.964865286026))
LU / OP / Closure (LOC),LOC1982-0203,Converted Job - Land Use Amendment,Approved,1982/11/15,1983/02/14,,,,1919 31 ST SE,1919 31 ST SE,1,51.036652387461295,-113.98964559129945,MULTIPOINT ((-113.989645591299 51.036652387461))
LU / OP / Closure (LOC),LOC1982-0204,Converted Job - Land Use Amendment,Approved,1982/11/19,1983/02/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0205,Converted Job - Land Use Amendment,Refused,1982/11/23,1983/04/18,,,,1501 32 AV SW,1501 32 AV SW,1,51.024803467601394,-114.09491987506604,MULTIPOINT ((-114.094919875066 51.024803467601))
LU / OP / Closure (LOC),LOC1982-0206,Converted Job - Land Use Amendment,Cancelled,1982/11/26,1984/03/22,,,,115 3 AV SE,115 3 AV SE,1,51.05013743376179,-114.06178802224144,MULTIPOINT ((-114.061788022241 51.050137433762))
LU / OP / Closure (LOC),LOC1982-0207,Converted Job - Land Use Amendment,Approved,1982/11/29,1983/07/18,,,,214 6 AV SW,214 6 AV SW,1,51.04764478178673,-114.06634426594479,MULTIPOINT ((-114.066344265945 51.047644781787))
LU / OP / Closure (LOC),LOC1982-0208,Converted Job - Land Use Amendment,Refused,1982/11/29,1983/04/18,,,,2231 BANFF TR NW,2231 BANFF TR NW,1,51.06860439363932,-114.11414175246374,MULTIPOINT ((-114.114141752464 51.068604393639))
LU / OP / Closure (LOC),LOC1982-0209,Converted Job - Land Use Amendment,Cancelled,1982/11/30,1983/02/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0210,Converted Job - Land Use Amendment,Approved,1982/12/06,1983/01/17,,,,8925 15 ST SE,8925 15 ST SE,1,50.97325223942782,-114.02539049470397,MULTIPOINT ((-114.025390494704 50.973252239428))
LU / OP / Closure (LOC),LOC1982-0211,Converted Job - Land Use Amendment,Approved,1982/12/08,1983/04/18,,,,26 NEW ST SE,26 NEW ST SE,1,51.041582831435306,-114.02861963692511,MULTIPOINT ((-114.028619636925 51.041582831435))
LU / OP / Closure (LOC),LOC1982-0212,Converted Job - Land Use Amendment,Approved,1982/12/09,1984/10/09,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0213,Converted Job - Land Use Amendment,Approved,1982/12/09,1983/02/21,,,,425 16 AV NE,425 16 AV NE,1,51.06687476279438,-114.05447881223044,MULTIPOINT ((-114.05447881223 51.066874762794))
LU / OP / Closure (LOC),LOC2004-0056,Land Use Amendment,Cancelled,2004/07/28,2007/09/11,,,,13930 52 ST NE,13930 52 ST NE,1,51.17852500646477,-113.95819543695096,MULTIPOINT ((-113.958195436951 51.178525006465))
LU / OP / Closure (LOC),LOC1982-0214,Converted Job - Land Use Amendment,Approved,1982/12/20,1983/04/18,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0215,Converted Job - Land Use Amendment,Refused,1982/12/21,1983/03/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0216,Converted Job - Land Use Amendment,Approved,1982/12/23,1983/03/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0217,Converted Job - Land Use Amendment,Approved,1982/12/22,1983/03/14,,,,2014 36 ST SE,2014 36 ST SE,1,51.035791185818354,-113.98142283466954,MULTIPOINT ((-113.98142283467 51.035791185818))
LU / OP / Closure (LOC),LOC1982-0218,Converted Job - Land Use Amendment,Cancelled,1982/12/23,1994/01/14,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-0219,Converted Job - Land Use Amendment,Approved,1982/12/29,1983/04/18,,,,3916 17 AV SW,3916 17 AV SW,1,51.03806452825829,-114.14348407952788,MULTIPOINT ((-114.143484079528 51.038064528258))
LU / OP / Closure (LOC),LOC1982-2001,Converted Job - Outline Plan,Approved,1982/01/05,1982/04/07,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2002,Converted Job - Outline Plan,Approved,1982/01/07,1982/06/02,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2006,Converted Job - Outline Plan,Approved,1982/01/12,1982/06/16,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2013,Converted Job - Outline Plan,Under Review,1982/01/20,,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2023,Converted Job - Outline Plan,Approved,1982/01/25,1982/09/08,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2025,Converted Job - Outline Plan,Approved,1982/02/11,1982/12/15,,,,707 BARLOW TR SE,,,,,
LU / OP / Closure (LOC),LOC1982-2035,Converted Job - Outline Plan,Approved,1982/02/09,1982/06/16,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2064,Converted Job - Outline Plan,Approved,1982/03/01,1982/11/03,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2066,Converted Job - Outline Plan,Approved,1982/03/01,1982/06/30,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2068,Converted Job - Outline Plan,Under Review,1982/03/19,,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2069,Converted Job - Outline Plan,Under Review,1982/03/04,,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2085,Converted Job - Outline Plan,Under Review,1982/03/11,,,,,,,,,,
LU / OP / Closure (LOC),LOC1982-2111,Converted Job - Outline Plan,Approved,1982/03/24,1982/05/05,,,,,,,,,
